,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Epb41l3.1,2.01E-104,-0.3293639,0.425,0.569,5.39E-100,2,Epb41l3
Acaca,3.71E-104,-0.373094934,0.491,0.63,9.96E-100,2,Acaca
Mycbp2.1,4.68E-104,-0.29983117,0.666,0.787,1.26E-99,2,Mycbp2
Mbp,6.55E-103,-0.160568008,0.993,0.993,1.76E-98,2,Mbp
Tspan2.1,5.83E-102,0.315870586,0.734,0.684,1.56E-97,2,Tspan2
Jakmip3,2.51E-101,-0.372581849,0.366,0.506,6.72E-97,2,Jakmip3
Fbxl5.1,3.40E-100,0.363616364,0.496,0.429,9.14E-96,2,Fbxl5
Pacs2,4.02E-100,-0.349193223,0.44,0.581,1.08E-95,2,Pacs2
Arhgef12.1,4.18E-99,0.31661805,0.523,0.488,1.12E-94,2,Arhgef12
Dixdc1.1,5.41E-99,-0.286301419,0.366,0.502,1.45E-94,2,Dixdc1
Plekhg1.1,9.94E-99,-0.32431959,0.579,0.708,2.67E-94,2,Plekhg1
Phactr1.1,5.16E-97,-0.286050343,0.685,0.799,1.38E-92,2,Phactr1
1700111E14Rik.1,2.26E-96,-0.417618441,0.286,0.418,6.06E-92,2,1700111E14Rik
Cyp2j12.1,4.39E-96,-0.323361697,0.199,0.316,1.18E-91,2,Cyp2j12
Map7.1,1.13E-94,-0.198486219,0.952,0.975,3.04E-90,2,Map7
Ugt8a.1,1.91E-94,-0.264745448,0.668,0.786,5.13E-90,2,Ugt8a
Dock9.1,5.89E-94,-0.28494213,0.596,0.723,1.58E-89,2,Dock9
Zfp638,5.62E-93,0.281278204,0.736,0.716,1.51E-88,2,Zfp638
Nfasc.1,6.32E-93,0.221074941,0.857,0.833,1.70E-88,2,Nfasc
Fmnl2,7.98E-93,-0.35439023,0.641,0.754,2.14E-88,2,Fmnl2
Shtn1.1,1.78E-92,-0.288728421,0.68,0.791,4.77E-88,2,Shtn1
Cdh20,1.76E-91,-0.351429153,0.646,0.756,4.72E-87,2,Cdh20
Folh1.1,6.12E-91,-0.314883485,0.205,0.318,1.64E-86,2,Folh1
Opalin,1.42E-89,0.374702557,0.56,0.458,3.80E-85,2,Opalin
Zfp536,1.83E-89,0.22307242,0.969,0.968,4.90E-85,2,Zfp536
Sh3kbp1,2.16E-89,-0.301593232,0.401,0.533,5.80E-85,2,Sh3kbp1
Tmod2,2.52E-89,0.258776507,0.776,0.757,6.75E-85,2,Tmod2
Mboat1,6.13E-89,-0.363777289,0.223,0.342,1.65E-84,2,Mboat1
Pakap.1,2.65E-88,0.395845643,0.566,0.493,7.12E-84,2,Pakap.1
Gm19500.1,8.25E-88,-0.302996141,0.347,0.475,2.21E-83,2,Gm19500
Kctd3.1,5.05E-87,-0.363103699,0.309,0.436,1.36E-82,2,Kctd3
Tafa5.1,1.28E-86,0.319355088,0.493,0.448,3.44E-82,2,Tafa5
Zfand6,1.99E-86,-0.238277057,0.238,0.345,5.33E-82,2,Zfand6
Rap1a,1.21E-85,-0.296608518,0.374,0.502,3.24E-81,2,Rap1a
Nrxn1.1,1.41E-85,0.478441756,0.424,0.362,3.78E-81,2,Nrxn1
Gm28376.1,2.24E-84,-0.236868608,0.393,0.517,6.02E-80,2,Gm28376
Efcab14,4.55E-84,-0.31677781,0.212,0.324,1.22E-79,2,Efcab14
Kif13a,9.38E-84,0.261630951,0.79,0.763,2.52E-79,2,Kif13a
Stxbp6.1,1.50E-83,-0.272911237,0.505,0.632,4.01E-79,2,Stxbp6
Kctd13.1,1.53E-83,-0.193496656,0.38,0.495,4.11E-79,2,Kctd13
Gnai1.1,2.07E-83,-0.277623503,0.364,0.488,5.56E-79,2,Gnai1
Ppfia2,2.22E-83,-0.325680364,0.208,0.319,5.95E-79,2,Ppfia2
Ano4,2.74E-83,0.223295949,0.946,0.937,7.36E-79,2,Ano4
Mir100hg,3.33E-82,-0.281884091,0.794,0.864,8.95E-78,2,Mir100hg
Creb5.1,5.68E-82,0.291503074,0.654,0.612,1.53E-77,2,Creb5
Arap2.1,6.29E-82,0.310855815,0.561,0.521,1.69E-77,2,Arap2
Micall1.1,9.64E-82,-0.302211144,0.308,0.429,2.59E-77,2,Micall1
Nfib,3.32E-81,-0.257344326,0.342,0.462,8.90E-77,2,Nfib
Epb41l2,5.14E-81,-0.283120857,0.166,0.263,1.38E-76,2,Epb41l2
Phldb1,2.23E-80,0.204556361,0.775,0.777,5.97E-76,2,Phldb1
Tmem132d.1,9.74E-80,-0.322270608,0.241,0.353,2.61E-75,2,Tmem132d
Prkn,2.13E-79,-0.213738338,0.558,0.678,5.71E-75,2,Prkn
Add3,1.88E-78,0.307552714,0.506,0.465,5.06E-74,2,Add3
Adgrb3,6.88E-78,-0.514316227,0.298,0.409,1.85E-73,2,Adgrb3
Prrg1.1,1.19E-77,-0.289736676,0.187,0.287,3.20E-73,2,Prrg1
Gm48742,1.99E-76,-0.384202459,0.236,0.348,5.33E-72,2,Gm48742
Mvb12b,2.04E-76,-0.287063669,0.269,0.381,5.47E-72,2,Mvb12b
Apbb2.1,3.45E-76,-0.225886988,0.512,0.632,9.25E-72,2,Apbb2
4930511M06Rik.1,3.99E-76,-0.231851561,0.315,0.426,1.07E-71,2,4930511M06Rik
Inpp5f.1,5.80E-76,-0.300649873,0.406,0.528,1.56E-71,2,Inpp5f
Nrbp2.1,1.87E-75,-0.200494004,0.419,0.534,5.02E-71,2,Nrbp2
Adipor2.1,1.90E-75,-0.33805431,0.663,0.76,5.11E-71,2,Adipor2
Elovl7,2.20E-74,-0.236080178,0.365,0.481,5.89E-70,2,Elovl7
Ank.1,2.90E-74,-0.267821289,0.474,0.595,7.79E-70,2,Ank
Fbxw15,4.69E-74,0.446245134,0.351,0.262,1.26E-69,2,Fbxw15
Sgk3,7.79E-74,-0.253499836,0.165,0.255,2.09E-69,2,Sgk3
Cpd,1.58E-73,-0.302293547,0.259,0.369,4.25E-69,2,Cpd
Pcdh11x.1,3.48E-73,-0.320949753,0.232,0.338,9.34E-69,2,Pcdh11x
Eml2.1,1.06E-72,-0.264366202,0.271,0.38,2.84E-68,2,Eml2
Dusp10,1.37E-72,0.409865695,0.254,0.177,3.67E-68,2,Dusp10
Reps2,1.64E-72,-0.217513631,0.225,0.32,4.41E-68,2,Reps2
Fign.1,4.59E-72,0.328162383,0.482,0.437,1.23E-67,2,Fign
Mog.1,2.41E-71,-0.20264492,0.771,0.858,6.47E-67,2,Mog
Srgap3,7.71E-71,-0.240855036,0.296,0.403,2.07E-66,2,Srgap3
Tmem63a.1,1.08E-70,-0.20771788,0.343,0.451,2.89E-66,2,Tmem63a
Myo1d.1,2.21E-70,-0.160744024,0.62,0.727,5.94E-66,2,Myo1d
Tmeff1.1,3.74E-70,-0.234976991,0.383,0.497,1.00E-65,2,Tmeff1
Trmt13,1.21E-69,-0.309771476,0.168,0.263,3.24E-65,2,Trmt13
Vps8,2.19E-69,-0.209918766,0.438,0.55,5.88E-65,2,Vps8
Sash1,4.55E-69,-0.245992749,0.275,0.379,1.22E-64,2,Sash1
Jph1.1,4.75E-69,-0.21721146,0.331,0.437,1.27E-64,2,Jph1
Iqsec1,1.22E-68,-0.198805203,0.52,0.632,3.27E-64,2,Iqsec1
Ptn.1,1.44E-68,0.271152508,0.613,0.583,3.87E-64,2,Ptn
Kif6,1.61E-68,-0.248766104,0.266,0.368,4.32E-64,2,Kif6
Cadm1.1,8.11E-68,0.27436774,0.538,0.511,2.18E-63,2,Cadm1
Cdk5rap2,8.26E-68,-0.260123225,0.255,0.358,2.22E-63,2,Cdk5rap2
Npas3,1.31E-67,0.294380812,0.697,0.677,3.52E-63,2,Npas3
Fryl,3.39E-67,0.210206909,0.695,0.686,9.10E-63,2,Fryl
Gal3st1,3.78E-67,-0.201030168,0.256,0.351,1.01E-62,2,Gal3st1
Synj2,6.09E-67,-0.202736276,0.44,0.55,1.63E-62,2,Synj2
Dip2a.1,6.65E-67,-0.226289563,0.588,0.698,1.78E-62,2,Dip2a
Tnik.1,9.50E-67,0.367897365,0.296,0.223,2.55E-62,2,Tnik
Ralgps1.1,3.92E-66,0.215345797,0.624,0.625,1.05E-61,2,Ralgps1
Nipa1,1.19E-65,-0.241573059,0.214,0.307,3.19E-61,2,Nipa1
Mettl7a1.1,1.36E-65,-0.256495077,0.264,0.365,3.64E-61,2,Mettl7a1
Gab2,1.83E-65,-0.303855429,0.205,0.302,4.91E-61,2,Gab2
Rps6ka5,6.05E-65,-0.222297292,0.395,0.505,1.62E-60,2,Rps6ka5
Actn4,8.50E-65,-0.211390979,0.249,0.344,2.28E-60,2,Actn4
Daam2.1,1.26E-64,-0.20183343,0.67,0.771,3.38E-60,2,Daam2
Dbndd2,2.26E-64,-0.245599267,0.42,0.532,6.07E-60,2,Dbndd2
Map4k5.1,1.33E-63,-0.193498582,0.481,0.589,3.58E-59,2,Map4k5
Grm7.1,2.04E-63,-0.469384479,0.495,0.598,5.49E-59,2,Grm7
Dync1i1.1,6.02E-63,-0.261497705,0.201,0.292,1.61E-58,2,Dync1i1
Tom1l2,6.63E-63,0.199923047,0.549,0.548,1.78E-58,2,Tom1l2
Gm42756,7.45E-63,0.394016745,0.367,0.291,2.00E-58,2,Gm42756
Macf1,1.26E-62,-0.230595718,0.547,0.656,3.39E-58,2,Macf1
Baz2b,3.12E-62,-0.180590173,0.737,0.826,8.36E-58,2,Baz2b
Ppp2r2c,6.83E-62,-0.242102108,0.168,0.253,1.83E-57,2,Ppp2r2c
Pde4b,1.24E-61,0.127673568,1,0.999,3.34E-57,2,Pde4b
Rcbtb1.1,1.62E-61,-0.213803989,0.498,0.606,4.35E-57,2,Rcbtb1
Far1,2.91E-61,-0.199430335,0.185,0.266,7.81E-57,2,Far1
Kif1b,7.35E-61,-0.179792345,0.875,0.926,1.97E-56,2,Kif1b
Fez1,9.23E-61,-0.223756347,0.262,0.357,2.48E-56,2,Fez1
Serinc5.1,1.10E-60,0.313066694,0.358,0.302,2.95E-56,2,Serinc5
Adk,2.05E-60,-0.215851842,0.218,0.305,5.50E-56,2,Adk
Myo6.1,2.10E-60,-0.176817134,0.67,0.767,5.63E-56,2,Myo6
Nav1,9.85E-60,-0.148268495,0.322,0.412,2.64E-55,2,Nav1
Kcnab1,1.64E-59,0.269022303,0.659,0.634,4.40E-55,2,Kcnab1
Picalm,1.97E-59,-0.186171615,0.502,0.607,5.28E-55,2,Picalm
Tmcc3,2.99E-59,-0.228594199,0.586,0.69,8.01E-55,2,Tmcc3
Sytl2,3.19E-59,0.257603241,0.609,0.574,8.55E-55,2,Sytl2
Cd9.1,7.35E-59,0.311421073,0.362,0.306,1.97E-54,2,Cd9
Zfhx2.1,1.14E-58,0.282117538,0.309,0.267,3.06E-54,2,Zfhx2
Exoc4.1,1.15E-58,0.162743964,0.65,0.673,3.10E-54,2,Exoc4
Adap1,1.25E-58,-0.2241519,0.297,0.394,3.36E-54,2,Adap1
Trps1.1,4.77E-58,-0.161149179,0.354,0.448,1.28E-53,2,Trps1
Ndrg1,6.13E-58,-0.158336294,0.254,0.337,1.65E-53,2,Ndrg1
Tmtc2.1,1.29E-57,0.273046713,0.566,0.544,3.46E-53,2,Tmtc2
Eif4g3,1.46E-57,-0.143025808,0.308,0.394,3.92E-53,2,Eif4g3
Atp9a,2.34E-57,-0.176957489,0.289,0.377,6.29E-53,2,Atp9a
Fa2h.1,2.79E-57,-0.146377013,0.69,0.783,7.47E-53,2,Fa2h
Itpk1.1,5.51E-57,-0.164485028,0.48,0.581,1.48E-52,2,Itpk1
Adamtsl1,6.33E-57,0.230574876,0.637,0.617,1.70E-52,2,Adamtsl1
Elavl3,1.01E-56,-0.189902433,0.426,0.528,2.70E-52,2,Elavl3
5031439G07Rik,1.79E-56,0.177997737,0.653,0.651,4.81E-52,2,5031439G07Rik
Zfp462,2.37E-56,-0.193056782,0.26,0.347,6.35E-52,2,Zfp462
Ttll5,2.45E-56,0.213634056,0.564,0.551,6.58E-52,2,Ttll5
B3galt5.1,2.48E-56,-0.21527885,0.258,0.349,6.67E-52,2,B3galt5
9330117O12Rik.1,2.86E-56,-0.188150454,0.18,0.255,7.68E-52,2,9330117O12Rik
Nf1.1,3.49E-56,0.169791999,0.541,0.547,9.36E-52,2,Nf1
Csf1,5.47E-56,-0.276884788,0.201,0.291,1.47E-51,2,Csf1
Wrn,7.58E-56,-0.201275803,0.175,0.252,2.04E-51,2,Wrn
Tanc2,1.72E-55,-0.225217802,0.363,0.463,4.61E-51,2,Tanc2
Rap1gds1,2.20E-55,-0.223390517,0.256,0.348,5.89E-51,2,Rap1gds1
Ankrd28.1,2.24E-55,0.122355865,0.742,0.775,6.00E-51,2,Ankrd28
Rhou,2.65E-55,-0.197217264,0.385,0.484,7.11E-51,2,Rhou
Meis1,3.22E-55,-0.188272999,0.19,0.266,8.64E-51,2,Meis1
Prkcq,4.72E-55,0.262916959,0.396,0.36,1.27E-50,2,Prkcq
Prickle2.1,5.15E-55,-0.162152946,0.86,0.916,1.38E-50,2,Prickle2
Jam3,5.63E-55,-0.132010984,0.425,0.518,1.51E-50,2,Jam3
Dop1b,6.07E-55,-0.12639285,0.251,0.325,1.63E-50,2,Dop1b
Mtmr2,6.86E-55,0.253642649,0.41,0.376,1.84E-50,2,Mtmr2
Cdh2,9.23E-55,-0.148131698,0.513,0.61,2.48E-50,2,Cdh2
Sec61a2,1.66E-54,-0.130200785,0.196,0.264,4.46E-50,2,Sec61a2
Abcg1,1.72E-54,-0.206559664,0.238,0.324,4.62E-50,2,Abcg1
Ppfibp2.1,2.55E-54,0.130138878,0.564,0.585,6.85E-50,2,Ppfibp2
Cmtm5,3.04E-54,-0.161122022,0.182,0.252,8.16E-50,2,Cmtm5
Psap,5.42E-54,0.225772518,0.394,0.375,1.45E-49,2,Psap
Plcl1.1,5.88E-54,-0.150739131,0.989,0.994,1.58E-49,2,Plcl1
Auts2.1,8.17E-54,0.210434795,0.823,0.803,2.19E-49,2,Auts2
Scmh1,8.69E-54,-0.172153887,0.204,0.281,2.33E-49,2,Scmh1
Foxp1.1,1.03E-53,-0.1306166,0.517,0.611,2.75E-49,2,Foxp1
Pak1,1.05E-53,0.188994693,0.834,0.824,2.81E-49,2,Pak1
Setbp1,1.70E-53,-0.149884712,0.258,0.339,4.57E-49,2,Setbp1
Litaf,1.86E-53,-0.141521787,0.426,0.519,4.99E-49,2,Litaf
Diaph2,3.35E-53,-0.223320253,0.22,0.305,8.98E-49,2,Diaph2
C030029H02Rik.1,6.22E-53,0.254627683,0.729,0.674,1.67E-48,2,C030029H02Rik
Car2.1,8.56E-53,-0.187419173,0.713,0.798,2.30E-48,2,Car2
Agpat4,1.32E-51,-0.135986217,0.398,0.487,3.55E-47,2,Agpat4
Csmd2.1,1.71E-51,0.322689574,0.31,0.251,4.58E-47,2,Csmd2
Pik3c2b.1,2.15E-51,-0.196001278,0.429,0.527,5.78E-47,2,Pik3c2b
Scamp5.1,3.11E-51,-0.132062439,0.286,0.362,8.34E-47,2,Scamp5
Dcc.1,3.17E-51,-0.21241991,0.362,0.458,8.51E-47,2,Dcc
Slc20a2,3.23E-51,-0.156609033,0.358,0.446,8.66E-47,2,Slc20a2
Prkacb,3.63E-51,-0.152353333,0.283,0.364,9.73E-47,2,Prkacb
4732471J01Rik,3.82E-51,-0.209671097,0.21,0.29,1.02E-46,2,4732471J01Rik
Kcna6,4.41E-51,0.221733861,0.421,0.398,1.18E-46,2,Kcna6
Fth1.1,4.71E-51,-0.265971664,0.617,0.71,1.26E-46,2,Fth1
Rffl,4.94E-51,-0.191307103,0.529,0.627,1.33E-46,2,Rffl
Pip4k2a.1,6.36E-51,-0.147307973,0.7,0.787,1.71E-46,2,Pip4k2a
Vgll4,1.01E-50,-0.131053455,0.304,0.383,2.71E-46,2,Vgll4
Stard13,1.03E-50,0.229184071,0.601,0.581,2.77E-46,2,Stard13
Prag1.1,1.28E-50,0.314181421,0.273,0.226,3.43E-46,2,Prag1
Clic4,1.30E-50,0.191139728,0.477,0.472,3.49E-46,2,Clic4
Tanc1.1,1.85E-50,-0.135234198,0.38,0.467,4.97E-46,2,Tanc1
Ago3,2.42E-50,-0.136295969,0.364,0.449,6.49E-46,2,Ago3
Stmn1,2.76E-50,-0.102978707,0.207,0.269,7.41E-46,2,Stmn1
Npat,3.22E-50,-0.11032813,0.232,0.299,8.63E-46,2,Npat
Acyp2,4.13E-50,0.240281776,0.408,0.396,1.11E-45,2,Acyp2
Nfat5,4.13E-50,-0.199678408,0.343,0.434,1.11E-45,2,Nfat5
Prima1,4.90E-50,-0.181800135,0.24,0.32,1.32E-45,2,Prima1
Pcsk6,7.97E-50,-0.155277907,0.232,0.306,2.14E-45,2,Pcsk6
Ank3,9.01E-50,0.1539889,0.948,0.954,2.42E-45,2,Ank3
Mobp,9.63E-50,-0.182395747,0.836,0.893,2.59E-45,2,Mobp
Mfn1,1.10E-49,-0.129086731,0.202,0.269,2.95E-45,2,Mfn1
Fnip2.1,1.46E-49,0.273333563,0.353,0.311,3.91E-45,2,Fnip2
Strn,1.64E-49,-0.173590017,0.222,0.297,4.41E-45,2,Strn
Apc,2.39E-49,-0.189947945,0.548,0.644,6.43E-45,2,Apc
Stox2,2.48E-49,0.189842431,0.487,0.485,6.65E-45,2,Stox2
Daam1,4.59E-49,0.179185477,0.731,0.726,1.23E-44,2,Daam1
Tbcd,5.45E-49,-0.173007321,0.273,0.354,1.46E-44,2,Tbcd
Atxn2,1.12E-48,-0.100422039,0.314,0.388,3.00E-44,2,Atxn2
Dpyd,1.85E-48,0.368999768,0.373,0.293,4.98E-44,2,Dpyd
Ppp2r2a,1.87E-48,0.109775576,0.54,0.561,5.01E-44,2,Ppp2r2a
Pde8a,2.12E-48,0.168966374,0.804,0.803,5.69E-44,2,Pde8a
Mapkap1,6.09E-48,-0.132931349,0.296,0.372,1.63E-43,2,Mapkap1
Slc25a13.1,8.06E-48,-0.210342478,0.354,0.446,2.16E-43,2,Slc25a13
Tmcc1,1.35E-47,-0.131996789,0.754,0.831,3.62E-43,2,Tmcc1
Afdn.1,1.79E-47,-0.175684835,0.286,0.368,4.80E-43,2,Afdn
Rasal2,2.20E-47,-0.1260512,0.316,0.394,5.90E-43,2,Rasal2
Ptprj,2.51E-47,0.337572926,0.25,0.187,6.73E-43,2,Ptprj
Acap2,3.65E-47,-0.131156285,0.502,0.59,9.80E-43,2,Acap2
Arfgef2,4.28E-47,-0.134575862,0.26,0.334,1.15E-42,2,Arfgef2
Mta3,5.08E-47,-0.117536692,0.323,0.398,1.36E-42,2,Mta3
Trpc4ap,5.48E-47,-0.121822729,0.237,0.303,1.47E-42,2,Trpc4ap
Rtn4,6.06E-47,-0.15288755,0.866,0.917,1.62E-42,2,Rtn4
Adgrl3,7.11E-47,0.319447843,0.297,0.261,1.91E-42,2,Adgrl3
Dctn4,1.44E-46,-0.15885136,0.218,0.289,3.86E-42,2,Dctn4
Dock3,1.53E-46,-0.108466582,0.466,0.55,4.11E-42,2,Dock3
Gm42413,2.78E-46,0.199656347,0.486,0.475,7.46E-42,2,Gm42413
Rcan2,3.28E-46,0.20134223,0.467,0.454,8.81E-42,2,Rcan2
Ube2d1,4.04E-46,0.1647043,0.486,0.484,1.08E-41,2,Ube2d1
Zhx3,1.28E-45,-0.132104231,0.194,0.257,3.43E-41,2,Zhx3
Hook3,1.29E-45,0.156099169,0.514,0.522,3.46E-41,2,Hook3
Cblb,1.32E-45,-0.132713966,0.193,0.257,3.54E-41,2,Cblb
Arhgap5,1.32E-45,-0.117857402,0.352,0.431,3.54E-41,2,Arhgap5
A230057D06Rik,1.43E-45,-0.206891654,0.223,0.301,3.82E-41,2,A230057D06Rik
Skap2.1,2.51E-45,-0.180626215,0.24,0.317,6.73E-41,2,Skap2
Mapt,4.30E-45,0.133675252,0.97,0.974,1.15E-40,2,Mapt
1700047M11Rik,5.22E-45,-0.12246634,0.471,0.556,1.40E-40,2,1700047M11Rik
Akap9,5.72E-45,-0.105174391,0.352,0.426,1.53E-40,2,Akap9
Dock5.1,6.23E-45,-0.14372577,0.457,0.544,1.67E-40,2,Dock5
Lrrc8b.1,6.73E-45,0.187540124,0.404,0.398,1.81E-40,2,Lrrc8b
Ick.1,8.22E-45,0.254538968,0.342,0.3,2.21E-40,2,Ick
Mitf,2.14E-44,-0.125952752,0.27,0.342,5.75E-40,2,Mitf
Dnmt3a,3.29E-44,0.152735496,0.403,0.407,8.82E-40,2,Dnmt3a
Aig1.1,4.38E-44,-0.163696783,0.481,0.572,1.18E-39,2,Aig1
Rtkn.1,4.89E-44,0.241829078,0.28,0.245,1.31E-39,2,Rtkn
Pard3,5.09E-44,-0.134141333,0.608,0.694,1.36E-39,2,Pard3
Secisbp2l,5.18E-44,-0.168275862,0.316,0.398,1.39E-39,2,Secisbp2l
Fxr1,5.93E-44,0.102718255,0.361,0.377,1.59E-39,2,Fxr1
Arsg.1,8.56E-44,-0.128176069,0.322,0.398,2.30E-39,2,Arsg
Slc44a1,1.00E-43,-0.138857868,0.689,0.77,2.69E-39,2,Slc44a1
Nfia,1.41E-43,0.151776462,0.776,0.782,3.79E-39,2,Nfia
Amph,1.91E-43,0.199316154,0.489,0.474,5.12E-39,2,Amph
Ppp1r16b,1.92E-43,0.144813343,0.862,0.874,5.16E-39,2,Ppp1r16b
Abl1,2.61E-43,-0.106154609,0.318,0.389,6.99E-39,2,Abl1
Gpatch8,2.65E-43,-0.140547501,0.562,0.65,7.11E-39,2,Gpatch8
Rsf1,3.06E-43,-0.141439679,0.291,0.366,8.21E-39,2,Rsf1
Syne1,3.13E-43,0.261599003,0.277,0.243,8.39E-39,2,Syne1
Cttnbp2,3.57E-43,0.150433384,0.611,0.615,9.59E-39,2,Cttnbp2
Hnrnpa2b1,3.65E-43,0.10344069,0.614,0.634,9.80E-39,2,Hnrnpa2b1
Tesk2,3.89E-43,-0.164733354,0.195,0.263,1.04E-38,2,Tesk2
Hhip.1,9.66E-43,0.290002639,0.305,0.265,2.59E-38,2,Hhip
Ubr2,1.41E-42,0.119855978,0.441,0.45,3.79E-38,2,Ubr2
Il18,1.46E-42,-0.102413105,0.205,0.262,3.93E-38,2,Il18
Dleu2,1.52E-42,0.161221605,0.672,0.676,4.07E-38,2,Dleu2
Cdc42se2,1.60E-42,0.139232339,0.395,0.397,4.31E-38,2,Cdc42se2
Csrp1,1.69E-42,0.127933355,0.545,0.556,4.53E-38,2,Csrp1
Scaf11,2.26E-42,0.186482849,0.283,0.271,6.06E-38,2,Scaf11
Mdga2.1,2.53E-42,-0.120062597,0.821,0.884,6.79E-38,2,Mdga2
Sh3glb1,3.95E-42,-0.145607177,0.219,0.285,1.06E-37,2,Sh3glb1
Jak2,7.06E-42,-0.169408123,0.269,0.345,1.90E-37,2,Jak2
Ehbp1,7.31E-42,0.168527715,0.428,0.424,1.96E-37,2,Ehbp1
Sbf2,7.97E-42,0.125739486,0.468,0.481,2.14E-37,2,Sbf2
Tex2,1.14E-41,0.157727903,0.332,0.33,3.05E-37,2,Tex2
Ncoa7,1.16E-41,0.265688592,0.259,0.223,3.11E-37,2,Ncoa7
Gas7,1.40E-41,-0.127503354,0.432,0.513,3.75E-37,2,Gas7
Phactr4,1.88E-41,-0.152524651,0.208,0.274,5.05E-37,2,Phactr4
Psd3,2.64E-41,-0.101630664,0.358,0.43,7.08E-37,2,Psd3
Crebbp,2.74E-41,0.104388526,0.458,0.476,7.35E-37,2,Crebbp
Mpp5,3.45E-41,-0.122324226,0.283,0.352,9.27E-37,2,Mpp5
St6gal1,3.91E-41,0.142779117,0.589,0.594,1.05E-36,2,St6gal1
Gm37494,4.27E-41,0.149421016,0.273,0.271,1.15E-36,2,Gm37494
Vldlr,4.70E-41,-0.134136423,0.218,0.282,1.26E-36,2,Vldlr
Srrm2,6.14E-41,0.105017471,0.714,0.742,1.65E-36,2,Srrm2
Fbxo7,6.79E-41,0.16929745,0.32,0.312,1.82E-36,2,Fbxo7
Stag1,1.17E-40,0.121281103,0.5,0.517,3.15E-36,2,Stag1
Dennd1a,1.68E-40,-0.108464545,0.516,0.596,4.50E-36,2,Dennd1a
Ankhd1,1.82E-40,0.108189588,0.416,0.431,4.89E-36,2,Ankhd1
Ext1,1.90E-40,-0.129753518,0.37,0.448,5.11E-36,2,Ext1
Cd81,3.69E-40,0.156016485,0.414,0.415,9.90E-36,2,Cd81
Tacc1,4.69E-40,-0.104432693,0.306,0.375,1.26E-35,2,Tacc1
D7Ertd443e,7.54E-40,0.134736905,0.845,0.855,2.02E-35,2,D7Ertd443e
Rnf130,9.78E-40,-0.110785978,0.324,0.393,2.62E-35,2,Rnf130
Trim2,2.06E-39,0.124244543,0.778,0.794,5.53E-35,2,Trim2
9330159F19Rik,3.49E-39,-0.123848023,0.304,0.373,9.37E-35,2,9330159F19Rik
Zfhx2os,6.47E-39,0.207170971,0.272,0.246,1.74E-34,2,Zfhx2os
Usp25,6.99E-39,-0.100090766,0.234,0.294,1.87E-34,2,Usp25
Fgfr2,8.24E-39,0.146670128,0.933,0.935,2.21E-34,2,Fgfr2
Zfp532,1.10E-38,-0.12977957,0.457,0.535,2.96E-34,2,Zfp532
Klf13,1.34E-38,0.139566546,0.511,0.517,3.60E-34,2,Klf13
Spock1,1.47E-38,0.231396805,0.722,0.685,3.93E-34,2,Spock1
Pld1,1.70E-38,-0.120782014,0.279,0.346,4.55E-34,2,Pld1
Cerk,2.00E-38,0.231159072,0.45,0.409,5.37E-34,2,Cerk
Pam.1,2.66E-38,-0.153793553,0.302,0.377,7.15E-34,2,Pam
Grb14,2.84E-38,-0.116185458,0.532,0.612,7.61E-34,2,Grb14
Rapgef2,5.42E-38,0.136947978,0.301,0.307,1.46E-33,2,Rapgef2
Stmn4,5.75E-38,-0.119214647,0.376,0.449,1.54E-33,2,Stmn4
Phf14,6.21E-38,-0.105059246,0.318,0.385,1.67E-33,2,Phf14
Fbxo11,9.01E-38,0.115590253,0.32,0.336,2.42E-33,2,Fbxo11
Sema4d,1.04E-37,-0.10513757,0.263,0.322,2.80E-33,2,Sema4d
Insyn2a,1.37E-37,0.235360169,0.295,0.266,3.67E-33,2,Insyn2a
Gprc5b,1.57E-37,0.114028375,0.334,0.342,4.22E-33,2,Gprc5b
Shisa4,2.21E-37,-0.100208257,0.279,0.342,5.93E-33,2,Shisa4
Enpp2.1,4.12E-37,-0.117375083,0.914,0.948,1.10E-32,2,Enpp2
Anks1b,4.71E-37,0.1804486,0.717,0.707,1.26E-32,2,Anks1b
Ccp110,5.03E-37,0.169631733,0.574,0.554,1.35E-32,2,Ccp110
Plxdc2.1,6.23E-37,-0.11763536,0.874,0.921,1.67E-32,2,Plxdc2
Specc1,6.43E-37,-0.117191361,0.396,0.471,1.72E-32,2,Specc1
Gm4258,6.98E-37,-0.103808215,0.718,0.79,1.87E-32,2,Gm4258
B3galt1,1.16E-36,0.144256297,0.796,0.806,3.12E-32,2,B3galt1
Gm10863.1,1.27E-36,0.218577101,0.382,0.363,3.41E-32,2,Gm10863
Ermn,1.48E-36,-0.136119951,0.405,0.482,3.96E-32,2,Ermn
Bcas1,1.75E-36,0.146240904,0.762,0.762,4.70E-32,2,Bcas1
Bcas1os2,1.85E-36,0.18178326,0.326,0.31,4.96E-32,2,Bcas1os2
Gm26936.1,1.95E-36,-0.119218451,0.346,0.416,5.22E-32,2,Gm26936
Xrcc6,2.19E-36,0.198844333,0.464,0.441,5.88E-32,2,Xrcc6
Gria2,2.27E-36,0.209138969,0.42,0.407,6.10E-32,2,Gria2
Wnk1,2.38E-36,-0.118494135,0.731,0.802,6.39E-32,2,Wnk1
Mag,2.42E-36,-0.121050912,0.819,0.877,6.48E-32,2,Mag
