MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2384296,Camkv,CaM kinase-like vesicle-associated,9,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:242635 
MGI:2384296,Camkv,CaM kinase-like vesicle-associated,9,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:242635 
MGI:88269,Car2,carbonic anhydrase 2,3,,"positive regulation of synaptic transmission, GABAergic",happens in pyramidal neuron,,IGI,MGI:103100 ,J:200079 
MGI:103100,Car7,carbonic anhydrase 7,8,,"positive regulation of synaptic transmission, GABAergic",happens in pyramidal neuron,,IGI,MGI:88269 ,J:200079 
MGI:1309489,Cask,calcium/calmodulin dependent serine protein kinase,X,,regulation of neurotransmitter secretion,,,IBA,PTN001137126 ,J:265628 
MGI:1309489,Cask,calcium/calmodulin dependent serine protein kinase,X,,regulation of synaptic vesicle exocytosis,happens in Schaffer collateral - CA1 synapse,,IDA,,J:117978 
MGI:1309489,Cask,calcium/calmodulin dependent serine protein kinase,X,,regulation of synaptic vesicle exocytosis,happens in Schaffer collateral - CA1 synapse,,IMP,,J:117978 
MGI:88281,Cbln1,cerebellin 1 precursor protein,8,,negative regulation of excitatory postsynaptic potential,,,ISO,P23435 ,J:164563 
MGI:88281,Cbln1,cerebellin 1 precursor protein,8,,positive regulation of long-term synaptic depression,,,ISO,P23435 ,J:164563 
MGI:88282,Cbln2,cerebellin 2 precursor protein,18,,modulation of chemical synaptic transmission,happens in hippocampal formation,,IDA,,J:263729 
MGI:88282,Cbln2,cerebellin 2 precursor protein,18,,modulation of chemical synaptic transmission,happens in hippocampal formation,,IMP,,J:263729 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,positive regulation of synaptic transmission,,,ISO,RGD:2290 ,J:155856 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,"positive regulation of synaptic transmission, GABAergic",,,ISO,RGD:2290 ,J:155856 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2290 ,J:155856 
MGI:98259,Ccl2,C-C motif chemokine ligand 2,11,,positive regulation of synaptic transmission,,,ISO,RGD:3645 ,J:155856 
MGI:98259,Ccl2,C-C motif chemokine ligand 2,11,,"positive regulation of synaptic transmission, glutamatergic",,,IDA,,J:269680 
MGI:106185,Ccr2,C-C motif chemokine receptor 2,9,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:269680 
MGI:107474,Cd38,CD38 antigen,5,,long-term synaptic depression,,,ISO,RGD:2303 ,J:155856 
MGI:1859866,Cdc20,cell division cycle 20,4,,positive regulation of synaptic plasticity,,,IDA,,J:172950 
MGI:88354,Cdh1,cadherin 1,8,,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission",,,ISO,RGD:69279 ,J:155856 
MGI:88355,Cdh2,cadherin 2,18,,modulation of chemical synaptic transmission,,,ISO,RGD:69280 ,J:155856 
MGI:88355,Cdh2,cadherin 2,18,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN002771722 ,J:265628 
MGI:88355,Cdh2,cadherin 2,18,,"regulation of synaptic transmission, glutamatergic",,,ISO,RGD:69280 ,J:155856 
MGI:99217,Cdh11,cadherin 11,8,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:91719 
MGI:99217,Cdh11,cadherin 11,8,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:91719 
MGI:101765,Cdk5,cyclin dependent kinase 5,5,,negative regulation of synaptic plasticity,,,IMP,MGI:3720892 MGI:3720937 ,J:124046 
MGI:101765,Cdk5,cyclin dependent kinase 5,5,,regulation of synaptic plasticity,,,ISO,RGD:70514 ,J:155856 
MGI:101765,Cdk5,cyclin dependent kinase 5,5,,"regulation of synaptic transmission, glutamatergic","happens in CA1 pyramidal cell layer,regulates a function/process that happens in hippocampal neuron,regulates a function/process that happens in CA1 pyramidal cell layer",,IMP,,J:248452 
MGI:1278336,Cdkl5,cyclin dependent kinase like 5,X,,modulation of chemical synaptic transmission,,,ISO,O76039 ,J:164563 
MGI:1932407,Celf4,"CUGBP, Elav-like family member 4",18,,negative regulation of excitatory postsynaptic potential,negatively regulates excitatory postsynaptic potential,,IMP,MGI:5425630 ,J:181678 
MGI:101757,Cfl1,"cofilin 1, non-muscle",19,,modulation of chemical synaptic transmission,,,ISO,RGD:69285 ,J:155856 
MGI:101757,Cfl1,"cofilin 1, non-muscle",19,,positive regulation of synaptic plasticity,,,ISO,RGD:69285 ,J:155856 
MGI:88392,Chat,choline acetyltransferase,14,,rhythmic excitation,,,IMP,MGI:2450310 ,J:98308 
MGI:1916192,Chmp2b,charged multivesicular body protein 2B,16,,modulation of chemical synaptic transmission,,,ISO,RGD:1306781 ,J:155856 
MGI:1313268,Chrd,chordin,16,,long-term synaptic potentiation,is a part of regulation of neuronal synaptic plasticity,,IMP,MGI:2157350 ,J:123318 
MGI:1313268,Chrd,chordin,16,,presynaptic modulation of chemical synaptic transmission,"is a part of visual learning,is a part of exploration behavior,is a part of regulation of neuronal synaptic plasticity,is a part of long-term synaptic potentiation,is a part of short-term synaptic potentiation",,IMP,MGI:2157350 ,J:123318 
MGI:1313268,Chrd,chordin,16,,regulation of neuronal synaptic plasticity,,,IMP,MGI:2157350 ,J:123318 
MGI:1313268,Chrd,chordin,16,,short-term synaptic potentiation,is a part of regulation of neuronal synaptic plasticity,,IMP,MGI:2157350 ,J:123318 
MGI:1933172,Chrdl1,chordin-like 1,X,,regulation of synaptic plasticity,,,IMP,MGI:6315865 ,J:269376 
MGI:88396,Chrm1,"cholinergic receptor, muscarinic 1, CNS",19,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,EXP,,J:239273 
MGI:88396,Chrm1,"cholinergic receptor, muscarinic 1, CNS",19,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:239273 
MGI:88396,Chrm1,"cholinergic receptor, muscarinic 1, CNS",19,,postsynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:239273 
MGI:88397,Chrm2,"cholinergic receptor, muscarinic 2, cardiac",6,,presynaptic modulation of chemical synaptic transmission,"happens in cholinergic synapse,happens in UBERON:0001950,happens in cholinergic synapse,happens in hippocampal formation,happens in cholinergic synapse,happens in corpus striatum",,EXP,,J:75157 
MGI:88397,Chrm2,"cholinergic receptor, muscarinic 2, cardiac",6,,presynaptic modulation of chemical synaptic transmission,"happens in cholinergic synapse,happens in UBERON:0001950,happens in cholinergic synapse,happens in hippocampal formation,happens in cholinergic synapse,happens in corpus striatum",,IMP,,J:75157 
MGI:87887,Chrna3,"cholinergic receptor, nicotinic, alpha polypeptide 3",9,,presynaptic modulation of chemical synaptic transmission,,,ISO,RGD:2345 ,J:155856 
MGI:87887,Chrna3,"cholinergic receptor, nicotinic, alpha polypeptide 3",9,,"regulation of acetylcholine secretion, neurotransmission","regulates acetylcholine secretion, neurotransmission",,IMP,MGI:2155602 ,J:101059 
MGI:87888,Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",2,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:85306 
MGI:87888,Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",2,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:85306 
MGI:87888,Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",2,,regulation of acetylcholine-gated cation channel activity,,,ISO,RGD:2346 ,J:155856 
MGI:87889,Chrna5,"cholinergic receptor, nicotinic, alpha polypeptide 5",9,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:263578 
MGI:87889,Chrna5,"cholinergic receptor, nicotinic, alpha polypeptide 5",9,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:263578 
MGI:106213,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",8,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:85306 
MGI:106213,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",8,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:85306 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,modulation of chemical synaptic transmission,,,IGI,P56818 ,J:238454 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,modulation of excitatory postsynaptic potential,"happens in hippocampus CA1,happens at the same time as UBERON:0018241",,IDA,,J:168638 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,modulation of excitatory postsynaptic potential,"happens in hippocampus CA1,happens at the same time as UBERON:0018241",,IGI,P05067 ,J:168638 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,positive regulation of excitatory postsynaptic potential,"happens in hippocampal formation,is a part of response to amyloid-beta",,IGI,CPX-1134 P05067 ,J:239203 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,positive regulation of long-term synaptic potentiation,"happens in hippocampus CA1,happens at the same time as UBERON:0018241",,IDA,,J:168638 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,positive regulation of long-term synaptic potentiation,"happens in hippocampal formation,is a part of response to amyloid-beta",,IGI,CPX-1134 P05067 ,J:239203 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,positive regulation of long-term synaptic potentiation,"happens in hippocampus CA1,happens at the same time as UBERON:0018241",,IGI,P05067 ,J:168638 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,presynaptic modulation of chemical synaptic transmission,,,ISO,RGD:2348 ,J:155856 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,"regulation of synaptic transmission, cholinergic","happens at the same time as UBERON:0018241,happens in hippocampal formation",,IC,GO:0051247 ,J:157839 
MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7,,"regulation of synaptic transmission, dopaminergic",,,IMP,MGI:1888407 ,J:122939 
MGI:87891,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,3,,"positive regulation of synaptic transmission, dopaminergic",,,IMP,MGI:1926253 ,J:97219 
MGI:87891,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,3,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:263495 
MGI:87891,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,3,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:85306 
MGI:87891,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,3,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:263495 
MGI:87891,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,3,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:85306 
MGI:87891,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,3,,"regulation of synaptic transmission, dopaminergic",,,IMP,MGI:1926253 ,J:122939 
MGI:106212,Chrnb3,"cholinergic receptor, nicotinic, beta polypeptide 3",8,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,EXP,,J:87972 
MGI:106212,Chrnb3,"cholinergic receptor, nicotinic, beta polypeptide 3",8,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:87972 
MGI:106212,Chrnb3,"cholinergic receptor, nicotinic, beta polypeptide 3",8,,presynaptic modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:87972 
MGI:1923036,Ckap5,cytoskeleton associated protein 5,2,,long-term synaptic potentiation,happens in hippocampus CA1,,IMP,MGI:2177650 MGI:5570192 ,J:205779 
MGI:107537,Cln3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",7,,regulation of short-term neuronal synaptic plasticity,,,IMP,,J:254965 
MGI:107537,Cln3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",7,,regulation of short-term neuronal synaptic plasticity,,,IMP,,J:266792 
MGI:107537,Cln3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",7,,"regulation of synaptic transmission, GABAergic",,,IMP,,J:254965 
MGI:107537,Cln3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",7,,"regulation of synaptic transmission, glutamatergic",,,IMP,,J:254965 
MGI:1929895,Clstn1,calsyntenin 1,4,,positive regulation of synaptic transmission,,,IBA,PTN001020450 ,J:265628 
MGI:1929895,Clstn1,calsyntenin 1,4,,positive regulation of synaptic transmission,,,IGI,MGI:1929897 ,J:211830 
MGI:1929895,Clstn1,calsyntenin 1,4,,positive regulation of synaptic transmission,,,IGI,MGI:2178323 ,J:211830 
MGI:1929897,Clstn2,calsyntenin 2,9,,positive regulation of synaptic transmission,,,IBA,PTN001020450 ,J:265628 
MGI:1929897,Clstn2,calsyntenin 2,9,,positive regulation of synaptic transmission,,,IGI,MGI:1929895 ,J:211830 
MGI:1929897,Clstn2,calsyntenin 2,9,,positive regulation of synaptic transmission,,,IGI,MGI:2178323 ,J:211830 
MGI:2178323,Clstn3,calsyntenin 3,6,,positive regulation of synaptic transmission,,,IBA,PTN001020450 ,J:265628 
MGI:2178323,Clstn3,calsyntenin 3,6,,positive regulation of synaptic transmission,,,IGI,MGI:1929895 ,J:211830 
MGI:2178323,Clstn3,calsyntenin 3,6,,positive regulation of synaptic transmission,,,IGI,MGI:1929897 ,J:211830 
MGI:1277225,Cnih2,cornichon family AMPA receptor auxiliary protein 2,19,,regulation of postsynaptic neurotransmitter receptor activity,,,ISO,RGD:1304930 ,J:155856 
MGI:104615,Cnr1,cannabinoid receptor 1,4,,"regulation of synaptic transmission, GABAergic",,,ISO,RGD:2369 ,J:155856 
MGI:104615,Cnr1,cannabinoid receptor 1,4,,"regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2369 ,J:155856 
MGI:104615,Cnr1,cannabinoid receptor 1,4,,"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission","happens in hippocampal formation,happens in excitatory synapse|happens in cerebellum,happens in excitatory synapse",,IMP,,J:238464 
MGI:104650,Cnr2,cannabinoid receptor 2,4,,"negative regulation of synaptic transmission, GABAergic",,,ISO,RGD:619713 ,J:155856 
MGI:104518,Cntn2,contactin 2,1,,regulation of neuronal synaptic plasticity,happens in hippocampus,,IMP,MGI:2181052 ,J:67556 
MGI:1914047,Cntnap2,contactin associated protein-like 2,6,,"negative regulation of synaptic transmission, GABAergic",happens in pyramidal neuron,,IMP,MGI:2677631 ,J:255293 
MGI:2183572,Cntnap4,contactin associated protein-like 4,8,,modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in cerebral cortex",,IDA,,J:211338 
MGI:2183572,Cntnap4,contactin associated protein-like 4,8,,modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in cerebral cortex",,IMP,,J:211338 
MGI:2183572,Cntnap4,contactin associated protein-like 4,8,,"regulation of synaptic transmission, dopaminergic",,,IMP,,J:211338 
MGI:2183572,Cntnap4,contactin associated protein-like 4,8,,"regulation of synaptic transmission, GABAergic",,,IMP,,J:211338 
MGI:108442,Cpeb1,cytoplasmic polyadenylation element binding protein 1,7,,regulation of neuronal synaptic plasticity,happens in hippocampus CA1,,IMP,MGI:3606747 ,J:101987 
MGI:108442,Cpeb1,cytoplasmic polyadenylation element binding protein 1,7,,"regulation of translation at synapse, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:138835 
MGI:108442,Cpeb1,cytoplasmic polyadenylation element binding protein 1,7,,"regulation of translation at synapse, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:138835 
